date,region,state,cases,deaths
2020-04-26,Nordeste,Pernambuco,4898,415
2020-04-26,Nordeste,Piauí,331,18
2020-04-26,Nordeste,Rio Grande do Norte,825,44
2020-04-26,Nordeste,Sergipe,159,9
2020-04-26,Norte,Acre,279,11
2020-04-26,Norte,Amapá,798,21
2020-04-26,Norte,Amazonas,3833,304
2020-04-26,Norte,Pará,1867,100
2020-04-26,Norte,Rondônia,364,10
2020-04-26,Norte,Roraima,401,4
2020-04-26,Norte,Tocantins,58,2
2020-04-26,Sudeste,Espírito Santo,1703,51
2020-04-26,Sudeste,Minas Gerais,1548,61
2020-04-26,Sudeste,Rio de Janeiro,7111,645
2020-04-26,Sudeste,São Paulo,20715,1700
2020-04-26,Sul,Paraná,1156,72
2020-04-26,Sul,Rio Grande do Sul,1166,35
2020-04-26,Sul,Santa Catarina,1235,42
2020-04-27,Centro-Oeste,Distrito Federal,1146,27
2020-04-27,Centro-Oeste,Goiás,616,26
2020-04-27,Centro-Oeste,Mato Grosso,257,10
2020-04-27,Centro-Oeste,Mato Grosso do Sul,238,9
2020-04-27,Nordeste,Alagoas,643,34
2020-04-27,Nordeste,Bahia,2354,76
2020-04-27,Nordeste,Ceará,6726,390
2020-04-27,Nordeste,Maranhão,2410,125
2020-04-27,Nordeste,Paraíba,543,50
2020-04-27,Nordeste,Pernambuco,5358,450
2020-04-27,Nordeste,Piauí,364,20
2020-04-27,Nordeste,Rio Grande do Norte,832,45
2020-04-27,Nordeste,Sergipe,197,10
2020-04-27,Norte,Acre,279,14
2020-04-27,Norte,Amapá,842,26
2020-04-27,Norte,Amazonas,3928,320
2020-04-27,Norte,Pará,2128,114
2020-04-27,Norte,Rondônia,393,10
2020-04-27,Norte,Roraima,407,4
2020-04-27,Norte,Tocantins,67,2
2020-04-27,Sudeste,Espírito Santo,1796,57
2020-04-27,Sudeste,Minas Gerais,1586,62
2020-04-27,Sudeste,Rio de Janeiro,7944,677
2020-04-27,Sudeste,São Paulo,21696,1825
2020-04-27,Sul,Paraná,1186,75
2020-04-27,Sul,Rio Grande do Sul,1228,42
2020-04-27,Sul,Santa Catarina,1337,43
2020-04-28,Centro-Oeste,Distrito Federal,1213,28
2020-04-28,Centro-Oeste,Goiás,661,27
2020-04-28,Centro-Oeste,Mato Grosso,261,11
2020-04-28,Centro-Oeste,Mato Grosso do Sul,240,9
2020-04-28,Nordeste,Alagoas,777,36
2020-04-28,Nordeste,Bahia,2540,86
2020-04-28,Nordeste,Ceará,6918,403
2020-04-28,Nordeste,Maranhão,2528,145
2020-04-28,Nordeste,Paraíba,633,53
2020-04-28,Nordeste,Pernambuco,5724,508
2020-04-28,Nordeste,Piauí,408,21
2020-04-28,Nordeste,Rio Grande do Norte,857,48
2020-04-28,Nordeste,Sergipe,280,11
2020-04-28,Norte,Acre,311,16
2020-04-28,Norte,Amapá,918,28
2020-04-28,Norte,Amazonas,4337,351
2020-04-28,Norte,Pará,2262,129
2020-04-28,Norte,Rondônia,413,11
2020-04-28,Norte,Roraima,425,6
2020-04-28,Norte,Tocantins,79,2
2020-04-28,Sudeste,Espírito Santo,1874,64
2020-04-28,Sudeste,Minas Gerais,1649,71
2020-04-28,Sudeste,Rio de Janeiro,8504,738
2020-04-28,Sudeste,São Paulo,24041,2049
2020-04-28,Sul,Paraná,1271,77
2020-04-28,Sul,Rio Grande do Sul,1286,45
2020-04-28,Sul,Santa Catarina,1476,44
2020-04-29,Centro-Oeste,Distrito Federal,1275,28
2020-04-29,Centro-Oeste,Goiás,705,27
2020-04-29,Centro-Oeste,Mato Grosso,292,11
2020-04-29,Centro-Oeste,Mato Grosso do Sul,249,9
2020-04-29,Nordeste,Alagoas,957,41
2020-04-29,Nordeste,Bahia,2646,96
2020-04-29,Nordeste,Ceará,7267,441
2020-04-29,Nordeste,Maranhão,2804,166
2020-04-29,Nordeste,Paraíba,699,58
2020-04-29,Nordeste,Pernambuco,6194,538
2020-04-29,Nordeste,Piauí,454,24
2020-04-29,Nordeste,Rio Grande do Norte,1086,53
2020-04-29,Nordeste,Sergipe,337,12
2020-04-29,Norte,Acre,354,17
2020-04-29,Norte,Amapá,1016,31
2020-04-29,Norte,Amazonas,4801,380
2020-04-29,Norte,Pará,2422,137
2020-04-29,Norte,Rondônia,433,15
2020-04-29,Norte,Roraima,452,6
2020-04-29,Norte,Tocantins,116,3
2020-04-29,Sudeste,Espírito Santo,2107,76
2020-04-29,Sudeste,Minas Gerais,1758,80
2020-04-29,Sudeste,Rio de Janeiro,8869,794
2020-04-29,Sudeste,São Paulo,26158,2247
2020-04-29,Sul,Paraná,1348,82
2020-04-29,Sul,Rio Grande do Sul,1368,50
2020-04-29,Sul,Santa Catarina,1995,44
2020-04-30,Centro-Oeste,Distrito Federal,1356,30
2020-04-30,Centro-Oeste,Goiás,781,29
2020-04-30,Centro-Oeste,Mato Grosso,297,11
2020-04-30,Centro-Oeste,Mato Grosso do Sul,255,9
2020-04-30,Nordeste,Alagoas,1044,47
2020-04-30,Nordeste,Bahia,2851,104
2020-04-30,Nordeste,Ceará,7606,482
2020-04-30,Nordeste,Maranhão,3190,184
2020-04-30,Nordeste,Paraíba,814,62
2020-04-30,Nordeste,Pernambuco,6876,565
2020-04-30,Nordeste,Piauí,513,24
2020-04-30,Nordeste,Rio Grande do Norte,1177,56
2020-04-30,Nordeste,Sergipe,447,12
2020-04-30,Norte,Acre,404,19
2020-04-30,Norte,Amapá,1080,34
2020-04-30,Norte,Amazonas,5254,425
2020-04-30,Norte,Pará,2876,208
2020-04-30,Norte,Rondônia,502,16
2020-04-30,Norte,Roraima,519,7
2020-04-30,Norte,Tocantins,137,3
2020-04-30,Sudeste,Espírito Santo,2465,83
2020-04-30,Sudeste,Minas Gerais,1827,82
2020-04-30,Sudeste,Rio de Janeiro,9453,854
2020-04-30,Sudeste,São Paulo,28698,2375
2020-04-30,Sul,Paraná,1407,83
2020-04-30,Sul,Rio Grande do Sul,1466,51
2020-04-30,Sul,Santa Catarina,2085,46
2020-05-01,Centro-Oeste,Distrito Federal,1466,30
2020-05-01,Centro-Oeste,Goiás,808,29
2020-05-01,Centro-Oeste,Mato Grosso,320,11
2020-05-01,Centro-Oeste,Mato Grosso do Sul,261,9
2020-05-01,Nordeste,Alagoas,1226,53
2020-05-01,Nordeste,Bahia,3085,117
2020-05-01,Nordeste,Ceará,7879,505
2020-05-01,Nordeste,Maranhão,3506,204
2020-05-01,Nordeste,Paraíba,926,67
2020-05-01,Nordeste,Pernambuco,7334,603
2020-05-01,Nordeste,Piauí,600,24
2020-05-01,Nordeste,Rio Grande do Norte,1297,56
2020-05-01,Nordeste,Sergipe,517,14
2020-05-01,Norte,Acre,486,19
2020-05-01,Norte,Amapá,1121,37
2020-05-01,Norte,Amazonas,5723,476
2020-05-01,Norte,Pará,3176,235
2020-05-01,Norte,Rondônia,585,18
2020-05-01,Norte,Roraima,602,8
2020-05-01,Norte,Tocantins,164,3
2020-05-01,Sudeste,Espírito Santo,2662,96
2020-05-01,Sudeste,Minas Gerais,1935,88
2020-05-01,Sudeste,Rio de Janeiro,10166,921
2020-05-01,Sudeste,São Paulo,30374,2511
2020-05-01,Sul,Paraná,1447,89
2020-05-01,Sul,Rio Grande do Sul,1529,58
2020-05-01,Sul,Santa Catarina,2104,48
2020-05-02,Centro-Oeste,Distrito Federal,1566,31
2020-05-02,Centro-Oeste,Goiás,825,30
2020-05-02,Centro-Oeste,Mato Grosso,331,12
2020-05-02,Centro-Oeste,Mato Grosso do Sul,266,9
2020-05-02,Nordeste,Alagoas,1372,58
2020-05-02,Nordeste,Bahia,3267,123
2020-05-02,Nordeste,Ceará,8231,614
2020-05-02,Nordeste,Maranhão,3805,224
2020-05-02,Nordeste,Paraíba,1034,74
2020-05-02,Nordeste,Pernambuco,8145,628
2020-05-02,Nordeste,Piauí,665,26
2020-05-02,Nordeste,Rio Grande do Norte,1366,59
2020-05-02,Nordeste,Sergipe,601,14
2020-05-02,Norte,Acre,553,21
2020-05-02,Norte,Amapá,1187,40
2020-05-02,Norte,Amazonas,6062,501
2020-05-02,Norte,Pará,3460,273
2020-05-02,Norte,Rondônia,653,23
2020-05-02,Norte,Roraima,668,9
2020-05-02,Norte,Tocantins,191,4
2020-05-02,Sudeste,Espírito Santo,2948,102
2020-05-02,Sudeste,Minas Gerais,2023,88
2020-05-02,Sudeste,Rio de Janeiro,10546,971
2020-05-02,Sudeste,São Paulo,31174,2586
2020-05-02,Sul,Paraná,1492,90
2020-05-02,Sul,Rio Grande do Sul,1619,62
2020-05-02,Sul,Santa Catarina,2346,52
2020-05-03,Centro-Oeste,Distrito Federal,1649,33
2020-05-03,Centro-Oeste,Goiás,850,30
2020-05-03,Centro-Oeste,Mato Grosso,337,12
2020-05-03,Centro-Oeste,Mato Grosso do Sul,272,10
2020-05-03,Nordeste,Alagoas,1441,64
2020-05-03,Nordeste,Bahia,3495,123
2020-05-03,Nordeste,Ceará,8370,663
2020-05-03,Nordeste,Maranhão,4040,237
2020-05-03,Nordeste,Paraíba,1169,76
2020-05-03,Nordeste,Pernambuco,8643,652
2020-05-03,Nordeste,Piauí,742,28
2020-05-03,Nordeste,Rio Grande do Norte,1392,61
2020-05-03,Nordeste,Sergipe,730,14
2020-05-03,Norte,Acre,657,24
2020-05-03,Norte,Amapá,1482,43
2020-05-03,Norte,Amazonas,6683,548
2020-05-03,Norte,Pará,3863,309
2020-05-03,Norte,Rondônia,705,24
2020-05-03,Norte,Roraima,740,11
2020-05-03,Norte,Tocantins,246,4
2020-05-03,Sudeste,Espírito Santo,3086,114
2020-05-03,Sudeste,Minas Gerais,2118,89
2020-05-03,Sudeste,Rio de Janeiro,11139,1019
2020-05-03,Sudeste,São Paulo,31772,2627
2020-05-03,Sul,Paraná,1514,93
2020-05-03,Sul,Rio Grande do Sul,1666,65
2020-05-03,Sul,Santa Catarina,2346,52
2020-05-04,Centro-Oeste,Distrito Federal,1768,33
2020-05-04,Centro-Oeste,Goiás,861,30
2020-05-04,Centro-Oeste,Mato Grosso,344,13
2020-05-04,Centro-Oeste,Mato Grosso do Sul,274,10
2020-05-04,Nordeste,Alagoas,1538,72
2020-05-04,Nordeste,Bahia,3734,141
2020-05-04,Nordeste,Ceará,11040,712
2020-05-04,Nordeste,Maranhão,4227,249
2020-05-04,Nordeste,Paraíba,1219,79
2020-05-04,Nordeste,Pernambuco,8863,691
2020-05-04,Nordeste,Piauí,784,28
2020-05-04,Nordeste,Rio Grande do Norte,1421,62
2020-05-04,Nordeste,Sergipe,772,17
2020-05-04,Norte,Acre,733,28
2020-05-04,Norte,Amapá,1733,49
2020-05-04,Norte,Amazonas,7242,584
2020-05-04,Norte,Pará,4125,330
2020-05-04,Norte,Rondônia,756,25
2020-05-04,Norte,Roraima,806,11
2020-05-04,Norte,Tocantins,267,6
2020-05-04,Sudeste,Espírito Santo,3226,122
2020-05-04,Sudeste,Minas Gerais,2347,90
2020-05-04,Sudeste,Rio de Janeiro,11721,1065
2020-05-04,Sudeste,São Paulo,32187,2654
2020-05-04,Sul,Paraná,1562,94
2020-05-04,Sul,Rio Grande do Sul,1711,74
2020-05-04,Sul,Santa Catarina,2519,52
2020-05-05,Centro-Oeste,Distrito Federal,1818,33
2020-05-05,Centro-Oeste,Goiás,922,38
2020-05-05,Centro-Oeste,Mato Grosso,365,13
2020-05-05,Centro-Oeste,Mato Grosso do Sul,283,10
2020-05-05,Nordeste,Alagoas,1606,80
2020-05-05,Nordeste,Bahia,4040,146
2020-05-05,Nordeste,Ceará,11470,795
2020-05-05,Nordeste,Maranhão,4530,271
2020-05-05,Nordeste,Paraíba,1361,85
2020-05-05,Nordeste,Pernambuco,9325,749
2020-05-05,Nordeste,Piauí,875,29
2020-05-05,Nordeste,Rio Grande do Norte,1536,68
2020-05-05,Nordeste,Sergipe,898,21
2020-05-05,Norte,Acre,817,29
2020-05-05,Norte,Amapá,1931,55
2020-05-05,Norte,Amazonas,8109,649
2020-05-05,Norte,Pará,4472,369
2020-05-05,Norte,Rondônia,861,29
2020-05-05,Norte,Roraima,869,11
2020-05-05,Norte,Tocantins,303,7
2020-05-05,Sudeste,Espírito Santo,3402,133
2020-05-05,Sudeste,Minas Gerais,2452,94
2020-05-05,Sudeste,Rio de Janeiro,12391,1123
2020-05-05,Sudeste,São Paulo,34053,2851
2020-05-05,Sul,Paraná,1588,99
2020-05-05,Sul,Rio Grande do Sul,1815,79
2020-05-05,Sul,Santa Catarina,2623,55
2020-05-06,Centro-Oeste,Distrito Federal,1906,34
2020-05-06,Centro-Oeste,Goiás,1024,44
2020-05-06,Centro-Oeste,Mato Grosso,379,13
2020-05-06,Centro-Oeste,Mato Grosso do Sul,288,10
2020-05-06,Nordeste,Alagoas,1703,89
2020-05-06,Nordeste,Bahia,4301,160
2020-05-06,Nordeste,Ceará,12304,848
2020-05-06,Nordeste,Maranhão,5028,291
2020-05-06,Nordeste,Paraíba,1493,92
2020-05-06,Nordeste,Pernambuco,9881,803
2020-05-06,Nordeste,Piauí,949,30
2020-05-06,Nordeste,Rio Grande do Norte,1574,72
2020-05-06,Nordeste,Sergipe,998,23
2020-05-06,Norte,Acre,943,33
2020-05-06,Norte,Amapá,2046,56
2020-05-06,Norte,Amazonas,9243,751
2020-05-06,Norte,Pará,5017,392
2020-05-06,Norte,Rondônia,943,33
2020-05-06,Norte,Roraima,932,13
2020-05-06,Norte,Tocantins,351,9
2020-05-06,Sudeste,Espírito Santo,3568,145
2020-05-06,Sudeste,Minas Gerais,2605,97
2020-05-06,Sudeste,Rio de Janeiro,13295,1205
2020-05-06,Sudeste,São Paulo,37853,3045
2020-05-06,Sul,Paraná,1627,101
2020-05-06,Sul,Rio Grande do Sul,2050,87
2020-05-06,Sul,Santa Catarina,2917,59
2020-05-07,Centro-Oeste,Distrito Federal,2258,35
2020-05-07,Centro-Oeste,Goiás,1027,44
2020-05-07,Centro-Oeste,Mato Grosso,417,13
2020-05-07,Centro-Oeste,Mato Grosso do Sul,311,10
2020-05-07,Nordeste,Alagoas,1867,98
2020-05-07,Nordeste,Bahia,4528,165
2020-05-07,Nordeste,Ceará,13888,903
2020-05-07,Nordeste,Maranhão,5389,305
2020-05-07,Nordeste,Paraíba,1657,101
2020-05-07,Nordeste,Pernambuco,10824,845
2020-05-07,Nordeste,Piauí,1051,35
2020-05-07,Nordeste,Rio Grande do Norte,1739,76
2020-05-07,Nordeste,Sergipe,1214,25
2020-05-07,Norte,Acre,1014,36
2020-05-07,Norte,Amapá,2199,61
2020-05-07,Norte,Amazonas,10099,806
2020-05-07,Norte,Pará,5524,410
2020-05-07,Norte,Rondônia,1098,37
2020-05-07,Norte,Roraima,1020,14
2020-05-07,Norte,Tocantins,423,9
2020-05-07,Sudeste,Espírito Santo,3838,155
2020-05-07,Sudeste,Minas Gerais,2770,106
2020-05-07,Sudeste,Rio de Janeiro,14156,1394
2020-05-07,Sudeste,São Paulo,39928,3206
2020-05-07,Sul,Paraná,1656,104
2020-05-07,Sul,Rio Grande do Sul,2129,90
2020-05-07,Sul,Santa Catarina,3082,63
2020-05-08,Centro-Oeste,Distrito Federal,2442,37
2020-05-08,Centro-Oeste,Goiás,1053,49
2020-05-08,Centro-Oeste,Mato Grosso,457,14
2020-05-08,Centro-Oeste,Mato Grosso do Sul,326,11
2020-05-08,Nordeste,Alagoas,2033,108
2020-05-08,Nordeste,Bahia,4818,183
2020-05-08,Nordeste,Ceará,14956,966
2020-05-08,Nordeste,Maranhão,5909,330
2020-05-08,Nordeste,Paraíba,2031,114
2020-05-08,Nordeste,Pernambuco,11587,927
2020-05-08,Nordeste,Piauí,1131,37
2020-05-08,Nordeste,Rio Grande do Norte,1821,81
2020-05-08,Nordeste,Sergipe,1438,28
2020-05-08,Norte,Acre,1177,38
2020-05-08,Norte,Amapá,2322,66
2020-05-08,Norte,Amazonas,10727,874
2020-05-08,Norte,Pará,6141,515
2020-05-08,Norte,Rondônia,1222,39
2020-05-08,Norte,Roraima,1124,16
2020-05-08,Norte,Tocantins,494,9
2020-05-08,Sudeste,Espírito Santo,4242,165
2020-05-08,Sudeste,Minas Gerais,2943,111
2020-05-08,Sudeste,Rio de Janeiro,15741,1503
2020-05-08,Sudeste,São Paulo,41830,3416
2020-05-08,Sul,Paraná,1711,106
2020-05-08,Sul,Rio Grande do Sul,2447,91
2020-05-08,Sul,Santa Catarina,3205,63
2020-05-09,Centro-Oeste,Distrito Federal,2576,39
2020-05-09,Centro-Oeste,Goiás,1069,47
2020-05-09,Centro-Oeste,Mato Grosso,502,16
2020-05-09,Centro-Oeste,Mato Grosso do Sul,346,11
2020-05-09,Nordeste,Alagoas,2172,114
2020-05-09,Nordeste,Bahia,5174,196
2020-05-09,Nordeste,Ceará,15879,1062
2020-05-09,Nordeste,Maranhão,6765,355
2020-05-09,Nordeste,Paraíba,2156,124
2020-05-09,Nordeste,Pernambuco,12470,972
2020-05-09,Nordeste,Piauí,1233,38
2020-05-09,Nordeste,Rio Grande do Norte,1919,87
2020-05-09,Nordeste,Sergipe,1588,33
2020-05-09,Norte,Acre,1335,39
2020-05-09,Norte,Amapá,2493,69
2020-05-09,Norte,Amazonas,11925,962
2020-05-09,Norte,Pará,6775,578
2020-05-09,Norte,Rondônia,1263,41
2020-05-09,Norte,Roraima,1202,18
2020-05-09,Norte,Tocantins,572,9
2020-05-09,Sudeste,Espírito Santo,4412,172
2020-05-09,Sudeste,Minas Gerais,3123,118
2020-05-09,Sudeste,Rio de Janeiro,16929,1653
2020-05-09,Sudeste,São Paulo,44411,3608
2020-05-09,Sul,Paraná,1785,107
2020-05-09,Sul,Rio Grande do Sul,2493,95
2020-05-09,Sul,Santa Catarina,3372,64
2020-05-10,Centro-Oeste,Distrito Federal,2682,42
2020-05-10,Centro-Oeste,Goiás,1093,47
2020-05-10,Centro-Oeste,Mato Grosso,519,18
2020-05-10,Centro-Oeste,Mato Grosso do Sul,362,11
2020-05-10,Nordeste,Alagoas,2258,126
2020-05-10,Nordeste,Bahia,5558,202
2020-05-10,Nordeste,Ceará,16692,1114
2020-05-10,Nordeste,Maranhão,7599,379
2020-05-10,Nordeste,Paraíba,2341,135
2020-05-10,Nordeste,Pernambuco,13275,1047
2020-05-10,Nordeste,Piauí,1278,42
2020-05-10,Nordeste,Rio Grande do Norte,1928,88
2020-05-10,Nordeste,Sergipe,1771,34
2020-05-10,Norte,Acre,1447,41
2020-05-10,Norte,Amapá,2613,72
2020-05-10,Norte,Amazonas,12599,1004
2020-05-10,Norte,Pará,7256,652
2020-05-10,Norte,Rondônia,1302,43
2020-05-10,Norte,Roraima,1290,21
2020-05-10,Norte,Tocantins,688,11
2020-05-10,Sudeste,Espírito Santo,4599,181
2020-05-10,Sudeste,Minas Gerais,3237,119
2020-05-10,Sudeste,Rio de Janeiro,17062,1714
2020-05-10,Sudeste,São Paulo,45444,3709
2020-05-10,Sul,Paraná,1835,109
2020-05-10,Sul,Rio Grande do Sul,2542,97
2020-05-10,Sul,Santa Catarina,3429,65
2020-05-11,Centro-Oeste,Distrito Federal,2783,44
2020-05-11,Centro-Oeste,Goiás,1100,49
2020-05-11,Centro-Oeste,Mato Grosso,541,19
2020-05-11,Centro-Oeste,Mato Grosso do Sul,385,11
2020-05-11,Nordeste,Alagoas,2343,138
2020-05-11,Nordeste,Bahia,5808,211
2020-05-11,Nordeste,Ceará,17599,1189
2020-05-11,Nordeste,Maranhão,8144,399
2020-05-11,Nordeste,Paraíba,2525,139
2020-05-11,Nordeste,Pernambuco,13768,1087
2020-05-11,Nordeste,Piauí,1332,45
2020-05-11,Nordeste,Rio Grande do Norte,1989,92
2020-05-11,Nordeste,Sergipe,1800,37
2020-05-11,Norte,Acre,1460,45
2020-05-11,Norte,Amapá,2671,73
2020-05-11,Norte,Amazonas,12919,1035
2020-05-11,Norte,Pará,7563,708
2020-05-11,Norte,Rondônia,1396,47
2020-05-11,Norte,Roraima,1295,24
2020-05-11,Norte,Tocantins,747,12
2020-05-11,Sudeste,Espírito Santo,4819,196
2020-05-11,Sudeste,Minas Gerais,3320,121
2020-05-11,Sudeste,Rio de Janeiro,17939,1770
2020-05-11,Sudeste,São Paulo,46131,3743
2020-05-11,Sul,Paraná,1849,111
2020-05-11,Sul,Rio Grande do Sul,2576,105
2020-05-11,Sul,Santa Catarina,3529,69
2020-05-12,Centro-Oeste,Distrito Federal,2979,46
2020-05-12,Centro-Oeste,Goiás,1115,52
2020-05-12,Centro-Oeste,Mato Grosso,591,19
2020-05-12,Centro-Oeste,Mato Grosso do Sul,405,12
2020-05-12,Nordeste,Alagoas,2580,150
2020-05-12,Nordeste,Bahia,6204,225
2020-05-12,Nordeste,Ceará,18412,1280
2020-05-12,Nordeste,Maranhão,8526,423
2020-05-12,Nordeste,Paraíba,2777,154
2020-05-12,Nordeste,Pernambuco,14309,1157
2020-05-12,Nordeste,Piauí,1443,49
2020-05-12,Nordeste,Rio Grande do Norte,2033,93
2020-05-12,Nordeste,Sergipe,2032,37
2020-05-12,Norte,Acre,1590,51
2020-05-12,Norte,Amapá,2910,86
2020-05-12,Norte,Amazonas,14168,1098
2020-05-12,Norte,Pará,8616,864
2020-05-12,Norte,Rondônia,1460,50
2020-05-12,Norte,Roraima,1328,27
2020-05-12,Norte,Tocantins,828,14
2020-05-12,Sudeste,Espírito Santo,5087,212
2020-05-12,Sudeste,Minas Gerais,3435,127
2020-05-12,Sudeste,Rio de Janeiro,18486,1928
2020-05-12,Sudeste,São Paulo,47719,3949
2020-05-12,Sul,Paraná,1906,113
2020-05-12,Sul,Rio Grande do Sul,2917,111
2020-05-12,Sul,Santa Catarina,3733,73
2020-05-13,Centro-Oeste,Distrito Federal,3192,48
2020-05-13,Centro-Oeste,Goiás,1134,61
2020-05-13,Centro-Oeste,Mato Grosso,661,20
2020-05-13,Centro-Oeste,Mato Grosso do Sul,430,13
2020-05-13,Nordeste,Alagoas,2761,164
2020-05-13,Nordeste,Bahia,6547,236
2020-05-13,Nordeste,Ceará,19156,1389
2020-05-13,Nordeste,Maranhão,9112,444
2020-05-13,Nordeste,Paraíba,3045,157
2020-05-13,Nordeste,Pernambuco,14901,1224
2020-05-13,Nordeste,Piauí,1612,57
2020-05-13,Nordeste,Rio Grande do Norte,2367,105
2020-05-13,Nordeste,Sergipe,2268,42
2020-05-13,Norte,Acre,1694,52
2020-05-13,Norte,Amapá,3005,94
2020-05-13,Norte,Amazonas,15816,1160
2020-05-13,Norte,Pará,9618,946
2020-05-13,Norte,Rondônia,1612,50
2020-05-13,Norte,Roraima,1411,29
2020-05-13,Norte,Tocantins,932,21
2020-05-13,Sudeste,Espírito Santo,5401,233
2020-05-13,Sudeste,Minas Gerais,3733,135
2020-05-13,Sudeste,Rio de Janeiro,18728,2050
2020-05-13,Sudeste,São Paulo,51097,4118
2020-05-13,Sul,Paraná,1996,117
2020-05-13,Sul,Rio Grande do Sul,2917,111
2020-05-13,Sul,Santa Catarina,3828,73
2020-05-14,Centro-Oeste,Distrito Federal,3416,51
2020-05-14,Centro-Oeste,Goiás,1423,64
2020-05-14,Centro-Oeste,Mato Grosso,719,23
2020-05-14,Centro-Oeste,Mato Grosso do Sul,452,14
2020-05-14,Nordeste,Alagoas,2972,177
2020-05-14,Nordeste,Bahia,6955,262
2020-05-14,Nordeste,Ceará,21077,1413
2020-05-14,Nordeste,Maranhão,9801,470
2020-05-14,Nordeste,Paraíba,3361,160
2020-05-14,Nordeste,Pernambuco,15588,1298
2020-05-14,Nordeste,Piauí,1784,60
2020-05-14,Nordeste,Rio Grande do Norte,2537,117
2020-05-14,Nordeste,Sergipe,2494,47
2020-05-14,Norte,Acre,1740,55
2020-05-14,Norte,Amapá,3428,101
2020-05-14,Norte,Amazonas,17181,1235
2020-05-14,Norte,Pará,10867,1063
2020-05-14,Norte,Rondônia,1686,56
2020-05-14,Norte,Roraima,1500,37
2020-05-14,Norte,Tocantins,1029,23
2020-05-14,Sudeste,Espírito Santo,5813,249
2020-05-14,Sudeste,Minas Gerais,3950,139
2020-05-14,Sudeste,Rio de Janeiro,19467,2247
2020-05-14,Sudeste,São Paulo,54286,4315
2020-05-14,Sul,Paraná,2063,119
2020-05-14,Sul,Rio Grande do Sul,2997,120
2020-05-14,Sul,Santa Catarina,4332,78
2020-05-15,Centro-Oeste,Distrito Federal,3787,55
2020-05-15,Centro-Oeste,Goiás,1572,67
2020-05-15,Centro-Oeste,Mato Grosso,779,26
2020-05-15,Centro-Oeste,Mato Grosso do Sul,479,14
2020-05-15,Nordeste,Alagoas,3212,187
2020-05-15,Nordeste,Bahia,8128,281
2020-05-15,Nordeste,Ceará,22490,1476
2020-05-15,Nordeste,Maranhão,10739,496
2020-05-15,Nordeste,Paraíba,3739,170
2020-05-15,Nordeste,Pernambuco,16209,1381
2020-05-15,Nordeste,Piauí,1905,60
2020-05-15,Nordeste,Rio Grande do Norte,2786,122
2020-05-15,Nordeste,Sergipe,2868,50
2020-05-15,Norte,Acre,1785,57
2020-05-15,Norte,Amapá,3630,103
2020-05-15,Norte,Amazonas,18392,1331
2020-05-15,Norte,Pará,12109,1145
2020-05-15,Norte,Rondônia,1789,62
2020-05-15,Norte,Roraima,1589,40
2020-05-15,Norte,Tocantins,1179,24
2020-05-15,Sudeste,Espírito Santo,6198,260
2020-05-15,Sudeste,Minas Gerais,4196,146
2020-05-15,Sudeste,Rio de Janeiro,19987,2438
2020-05-15,Sudeste,São Paulo,58378,4501
2020-05-15,Sul,Paraná,2139,120
2020-05-15,Sul,Rio Grande do Sul,3597,126
2020-05-15,Sul,Santa Catarina,4562,79
